"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Alyssa S","https://www.tripadvisor.com/Profile/J9338AHalyssas","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg","","5","","Amazing Flight, Gorgeous Views!","The River Gorge tour was awesome!! We went out at 8pm on a gorgeous evening to got to see great views of the river during golden hour. My only regret was not choosing a longer flight! JP was a fabulous pilot and guide, he was very friendly and knowledgeable. This was the perfect way to end our weekend in Portland, highly recommend!","","0","https://media-cdn.tripadvisor.com/media/photo-w/2c/69/2f/a5/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/69/2f/a4/caption.jpg","Written May 28, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Rickey T","https://www.tripadvisor.com/Profile/RowdyRick626","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg","","5","Mar 2024 • Couples","Super Fun Air Tour","Anyone interested in raising the vacation stakes past donuts, wine and hiking should consider this air tour.<br /><br />Jade and Josh gave my wife and I a lovely experience over the gorge, where we saw a waterfall, several sea lions and rode alongside a train. They told us all about the lay of the land on both sides of the river. Totally worth it!","Couples","0","","Written March 27, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"iwubtravel","https://www.tripadvisor.com/Profile/iwubtravel","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg","Odenton, MD","5","","Great tour to see the River","Flew with John. I highly recommend this tour. I had limited time but wanted to see the Columbia River gorge and didn’t have a half day to spend hiking. This was perfect!","","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/61/65/fe/caption.jpg","Written February 7, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Patty M","https://www.tripadvisor.com/Profile/317pattym","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg","West Bloomfield Township, MI","5","","Spectacular views","Although I had spent a week hiking and staying in the Columbia River Gorge area, the Flight over the Gorge was really fun and offered beautiful views. Our pilot was delightful. Definitely recommend this activity","","0","","Written September 22, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Michelle B","https://www.tripadvisor.com/Profile/selahsplash","","","5","Aug 2023 • Couples","What a View!","Our Pilot Daniel was a great pilot and made our trip truly enjoyable.   Look forward to booking another flight with these guys!  It was an amazing day for a personal flight over the Columbia Gorge and seeing the waterfalls was a treat!  Would probably schedule earlier in the year to see more of the falls all around.  Thank you #flyenvi!!","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/29/f6/49/b4/beautiful-columbia-river.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/f6/49/b3/beautiful-columbia-river.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/f6/49/b2/beautiful-columbia-river.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/f6/49/88/beautiful-columbia-river.jpg","Written August 5, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Navigator21461788417","https://www.tripadvisor.com/Profile/Navigator21461788417","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","Fort Worth, TX","5","Jun 2023 • Couples","Great Experience!","The pilot was super friendly and knowledgeable and fun to fly with. The flight was amazing. The pictures are priceless The experience definitely worth it! We'll be back.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/a0/46/ad/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/a0/46/ac/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/a0/46/ab/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/a0/46/aa/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/a0/46/a9/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/a0/46/a8/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/a0/46/a7/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/a0/46/a6/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/a0/46/a5/caption.jpg","Written July 1, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Robin N","https://www.tripadvisor.com/Profile/609robinn","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg","Madison, WI","5","Jun 2023 • Friends","Wonderful experience ","View was amazing. Davis was a incredible, knowledgeable tour guide. I would highly recommend him. The flight over the Columbia Gorge was amazing. ","Friends","0","https://media-cdn.tripadvisor.com/media/photo-w/29/90/54/eb/caption.jpg","Written June 24, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Trenton J","https://www.tripadvisor.com/Profile/268trentonj","","","5","Jun 2023 • Couples","Awesome flight through the gorge","The flight through the gorge was awesome and the view of everything was amazing. We will definitely be booking one of the other flights in the future.<br /><br />The takeoff and landing were the smoothest I have experienced.<br /><br />I would recommend this flight to anyone who has not been in a smaller aircraft. It was much nicer than a regular commercial flight in a big jet!","Couples","0","","Written June 22, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Kelly H","https://www.tripadvisor.com/Profile/kellyhB3802BM","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg","","5","","Beautiful views and fun trip.","Fun flight and beautiful scenery!  Felt very safe and great to be able to talk to each other through the headsets.  Even the 5 year year old in the copilot seat had fun!   Wonderful to see the falls and Mt. Hood from up high.  Pilot was very friendly and explained things as we went along.  Recommend.","","0","https://media-cdn.tripadvisor.com/media/photo-w/29/82/7a/a4/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/82/7a/a3/caption.jpg","Written June 18, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Linda S","https://www.tripadvisor.com/Profile/X3855LQlindas","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg","","5","Jun 2023 • Family","Envi #1","John was amazing! Simply Beautiful flight and sights! I highly recommend this tour. Envi Adventures are the best!","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/77/56/71/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/77/56/70/caption.jpg","Written June 13, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
