"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Aysha S","https://www.tripadvisor.com/Profile/ayshas261","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg","","5","Sep 2024 • Couples","Perfect","It was amazing and the guide is the best for searching bears. We saw 5 bears!! Amazing experience!!! And the flight is nice!!","Couples","0","","Written September 11, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Larry P","https://www.tripadvisor.com/Profile/646larryp","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg","","5","","Bears ","It was absolutely fantastic from start to finish. The flight was great and Drew, the bear guy, made the time very enjoyable. Highly recommend. I would do it again in a heart beat!","","0","","Written September 11, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Dawn H","https://www.tripadvisor.com/Profile/T605FMdawnh","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg","","5","Sep 2024 • Family","Highlight of our Alaskan trip","From beginning to end, this was an amazing trip.  The staff were super helpful and friendly.  The pilot Eric was knowledgable and helpful.  Drew our guide was outstanding!  He was funny, knowledgable and created a great experience.  Loved seeing the bears!  I would highly recommend this tour to anyone who wants to see bears!","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/2d/6e/94/43/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/6e/94/39/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/6e/94/30/caption.jpg","Written September 10, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Lori S","https://www.tripadvisor.com/Profile/Q8781MIloris","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg","Elkton, MD","5","Aug 2024 • Couples","What an awesome adventure!","Wow! What a great experience. They worked with us because the weather wasn’t good for our morning flight. Rearranged pilots so we could go in the afternoon with Lenny of time to return to ship. The scenery was so unbelievable. We landed on a lake and was able to stand on plane pylons. It was so serene and beautiful. Great company and people. We booked directly with them.","Couples","0","","Written September 10, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"LINDA B","https://www.tripadvisor.com/Profile/Y5443FWlindab","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg","","5","","Outstanding","Totally awesome!!! Highly recommend seeing Alaska from another vantage point!!<br />We did a surprise trip with friends-who had never been to Alaska-they said it was the best trip ever!","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/65/9d/64/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/65/9d/63/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/65/9d/62/caption.jpg","Written September 7, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Dana C","https://www.tripadvisor.com/Profile/danacT5105SO","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/80/avatar001.jpg","","5","Aug 2024 • Family","Patching Lake","Steve and Lesley are wonderful people and the utmost professionals. Their pilots and other staff are amazing. They make you feel comfortable while keeping your safety as the most important priority. We had the best charter experience to a remote lake outside of Ketchikan.  Can’t wait to fly with them again. 😊💙","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/2d/55/44/ae/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/55/44/ad/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/55/44/ac/caption.jpg","Written September 1, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Kim B","https://www.tripadvisor.com/Profile/588kimb","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg","Simi Valley, CA","5","Aug 2024 • Friends","Flight over Misty Fjords","This was the highlight of our Alaskan cruise vacation as far as I'm concerned. The entire staff could not have been more pleasant.   Flying over Misty Fjords was simply magical.  The landscape was so unique and IMHO is best appreciated from the air.  We even landed on a small lake and were allowed to stop outside of the plan on the pontoons.  The music just added to the experience.  Thank you all for such a great memory!","Friends","0","https://media-cdn.tripadvisor.com/media/photo-o/2d/46/f5/e3/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-s/2d/46/f4/d8/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2d/46/f4/b4/caption.jpg","Written August 27, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Amy W","https://www.tripadvisor.com/Profile/amywM1673YR","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","","5","Aug 2024 • Family","My fear of traveling by float plane is conquered!","We flew SeaWind Aviation to and from Ketchikan/Thorne Bay for a wonderful week of fishing!  The flights were smooth, the scenery beautiful, and our many fresh frozen fish boxes were expertly transported.  My fear of traveling by float plane is conquered!  Will definitely fly with SeaWind again!","Family","0","","Written August 26, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Wilburight","https://www.tripadvisor.com/Profile/Wilburight","https://media-cdn.tripadvisor.com/media/photo-s/01/ab/16/4f/wilburight.jpg","Adelaide, Australia","5","Aug 2024 • Solo","Misfortune turned into a very happy day thanks to SeaWind","After my cruise ship floatplane excursion, a long-awaited journey for a special birthday treat, was cancelled due 'high winds', something that wasn't apparent that warm and sunny afternoon, especially as the floatplanes kept taking off and landing right next to the ships, including the company that was doing my cancelled excursion, I then quickly shopped around onshore for a replacement flight with limited shore-time left.<br /><br />Two attempted bookings failed - someone scored a last seat just before me, and another company couldn't find enough passengers to make it worthwhile. Thankfully the remaining one, SeaWind Aviation, had room for me on my preferred aircraft - an original radial engined DHC-2 Beaver. As a retired airline pilot, it was Beavers flying overhead as a small kid that helped seed my interest in aviation.<br /><br />Not only was SeaWind less expensive than the cancelled cruise ship excursion, but I got picked up from the ship by co-owner Lesley, driven a very short distance to their terminal and dock facilities, and soon after was sitting up the front right behind that rumbling radial engine - marvellous!<br /><br />The pilot, Mike, not only handled the Beaver on water and in the air like a maestro but removed all the bumps that had been responsible for the previous flight's 'cancellation'. I suspect overbooking was the real reason for that, but I was so fortunate to fall into the friendly care of Lesley and Mike from SeaWind, and that marvellous old, shiny and obviously well-maintained Beaver.<br /><br />The flight not only took in the advertised sightseeing around Ketchikan harbour, but went well off along valleys, between forested mountains and across several islands to make ripples on a perfectly smooth isolated island lake, landing and taking off just for fun :) <br /><br />Headsets and an intercom allowed Mike to answer passengers' questions along the way. We returned to Ketchikan, landing right beside the cruise ships and tying up at the dock about 150m from my ship - an easy walk back, sporting a new 'Beaver' cap, rather than trouble Lesley for another ride :)<br /><br />I'm still grinning at the memory of that ride and so proud of my 'birthday' hat :)","Solo","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/41/54/8f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/41/54/84/caption.jpg","Written August 24, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Brian","https://www.tripadvisor.com/Profile/Quest61604993277","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg","Littleton, MA","5","","Incredible experience","Sea Wind Aviation was a fantastic tour operator. They were able to accommodate our party of 5 when another company canceled our trip a week before the scheduled date.<br />Our pilot Nate was great. He informed us about the plane, history and importance of bush planes in Alaska, and told us about what we were seeing. <br />The sights of the Fjords and mountains from our low altitude were breathtaking. He took us right past a beautiful waterfall and hugged the mountains so we felt like we could almost touch them.<br />Landing in a remote quiet lake and wandering around for a few minutes was fun and amazing to experience. I would say it is definitely a must do activity for a visit to Ketchikan and Sea Wind Aviation is the company to do it with!<br />","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/38/40/25/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/38/40/24/caption.jpg","Written August 21, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
