"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Vickie C","https://www.tripadvisor.com/Profile/vickiec244","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg","Central, Louisiana, United States","5","Jul 2024 • Family","Flight of a lifetime","Wow! There aren’t words for the views you get of Denali on this flight We were blessed to have a perfectly clear day so we had unbelievable views. Well worth your time and money.  Pilot was friendly, knowledgeable and concerned with the safety of the plane. We actually had to wait about 30 minutes to leave while he had maintenance checking a part on the plane. I appreciate all safety precautions . Definitely recommend!","Family","0","","Written July 19, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Marcia G","https://www.tripadvisor.com/Profile/MarciaG1904","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","","5","Jul 2024 • Family","Denali flightseeing","One of the top experiences we had while in Alaska. Wow, to see this amazing mountain and the glaciers from the air is breath taking. You just cannot experience the scale the beauty same way from the ground. Would highly recommend over any land tour. Our K2 pilot did a great job. It was a little cloudy the day we flew, but he was able to get us up to a clear area and it was beautiful. Flew so that we all had great views and pointed out the major and interesting features. We did not do a glacier landing, but if you're really interested in that they offer those flights. I'm happy we choose just the flightseeing; feel we had more time in the air and were able to see more of this amazing area.","Family","0","","Written July 10, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Twinkle Toes J","https://www.tripadvisor.com/Profile/gayelynnm2024","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg","","1","Jul 2024 • Couples","Cancelled by the company","We didn’t get to go. It was canceled.   The did call. Offered options but being out of town we had time restrictions.  They are giving a full refund","Couples","0","","Written July 5, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nikki C","https://www.tripadvisor.com/Profile/388nikkic","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg","Nashville, TN","5","","Glacier landing","This was by far our most amazing activity in Alaska for our family. Our pilot was very friendly and experienced and narrated our whole trip. We landed on a glacier and he took family pictures for us. This is an expensive activity but is so worth every dime we paid. Our check in was very easy and all flowed well.","","0","https://media-cdn.tripadvisor.com/media/photo-w/2c/b4/a1/30/caption.jpg","Written June 30, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"danigraham","https://www.tripadvisor.com/Profile/danigraham","","Denver, CO","5","Jun 2024 • Family","Amazing Flight with Glacier Landing","This was a once-in-a-lifetime experience and was so amazing. It was a great way to see Alaska and the glaciers of Denali from the air. We took the flight that included the glacier landing and I could not recommend this trip any higher. It was an awesome experience. My husband and I took my parents who are in their 70s and our two children ages 11 and 8. The kids loved throwing snowballs made of glacier snow and ice! Our pilot, Doug, was great. He was super informative, funny, and super professional. If you're thinking of doing a flight, just do it. It is worth every penny!","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/b4/2d/47/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/b4/2d/46/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/b4/2d/45/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/b4/2d/44/caption.jpg","Written June 29, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Joshua C","https://www.tripadvisor.com/Profile/joshuacG5094AR","","","5","Jun 2024 • Solo","A Great BDay Gift 2 Myself","I had an amazing birthday.  I got to land on a Glacier.. that's wild!! My pilot Riley was amazing and friendly; super helpful and even flew my over the property at MPL, where I work. I'd also add that he very attractive. So having a sexy guide on my bday has habds down been the best thus far.!! THANKS RILEY!!!","Solo","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/9f/02/52/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/9f/02/51/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/9f/02/50/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/9f/02/4f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/9f/02/4e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/9f/02/4d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/9f/02/4c/caption.jpg","Written June 20, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Michelle L","https://www.tripadvisor.com/Profile/G2907KLmichellel","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg","","5","Jun 2024 • Couples","Bucket List check off","Can’t rave enough about this organization.<br />From start to finish, top notch crew.<br />To Greg who was our pick up/drop off guide - Thank you<br />Our Pilot Doug - you are an amazing pilot/tour guide. <br />So worth every penny for this experience.<br />You guys ROCK!","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/2c/9c/05/fe/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/9c/05/fd/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/9c/05/fc/caption.jpg","Written June 19, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Pershing M","https://www.tripadvisor.com/Profile/Gus086","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg","","5","Jun 2024 • Couples","""Mr. Smith Delivers the Mail""","K2 Aviation Pilot Chad Smith and his De Havilland DHC-2 Turbo Beaver delivered us an incredible aerial tour within one of Alaska's gems: Denali National Park. Our glacier landing was a once in a lifetime level experience. Incredible, awesome, wicked crazy good... insert your exceptional adjective here. This tour was absolutely and unquestionably worth its cost. We were very blessed to be able to take it and have Mr. Smith as our pilot. Thank you again for the unforgettable and safe flight and landing(s). The very best to you and K2 Aviation.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/92/7f/0a/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/92/7f/09/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/92/7f/08/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/92/7f/07/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/92/7f/06/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/92/7f/05/caption.jpg","Written June 15, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ginges_revenge","https://www.tripadvisor.com/Profile/Ginges_revenge","https://media-cdn.tripadvisor.com/media/photo-s/07/4c/a7/87/ginges-revenge.jpg","Brisbane, Australia","5","Mar 2024 • Couples","Just amazing. There flights and service are outstanding.","These guys were amazing.<br />From the customer service to the actual tour, these guys just had it going on.<br />As the 1st day in Talkeetna was overcast and snowing, we rebooked our flight to our last day in Talkeetna. The team were very helpful in this.<br />As we had finished a dog mushing tour on our second day, the weather was superb and you could see the 3 mountains from town.<br />Luckily for us, we walked to airport and asked if we could get on the flight from our rebooked ticket the next day and they managed to get us on the flight that day. The team at the airport base were super helpful in this.<br />The flight was amazing. We were lucky enough to see all three mountains in the one flight and the scenery was spectacular. Its hard to put into words. The only issue we had was another companies plane was on the glacier runway and we couldn't land. Our pilot Jack tried to wait a few minutes and took a quick lap around the area to come back and see if we could get down but it wasn't safe so we couldn't land and then we flew back to base. When talking to the team at the airport, we said we had an amazing experience and a shame we missed the landing. You don't have to pay for that part as well if you didn't get it. As we were buying some merchandise from the shop, the staff came back to us and asked us if we wanted to jump on the next flight, for free, and only pay for the landing if we got it. We jumped at the chance. We got the same pilot Jack again for our next flight. He was excellent and explained and answers for questions when asked over the radio. Luckily, we got a glacier landing on this flight. <br />It was an amazing experience and well worth the money. Luckily for us we got two flights for the price of the one.<br />I cant thank the team at K2 aviation for the help they gave us. There customer service was amazing, just like the service they provide.<br />I would thoroughly recommend K2 aviation for a Denali flight experience. Its a must do when in Talkeetna","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6f/55/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6f/51/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6f/50/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6f/4f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/d3/6f/4c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/d3/6f/47/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6f/46/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6f/3c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6f/3b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6f/24/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6f/10/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/d3/6f/0b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/d3/6f/01/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/d3/6e/fd/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/d3/6e/f5/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6e/e6/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6e/d8/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/d3/6e/ca/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6e/bf/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/d3/6e/b2/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/d3/6e/b1/caption.jpg","Written April 9, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Stanley E Y","https://www.tripadvisor.com/Profile/stanleyey","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","Denver, CO","5","Jul 2023 • Couples","Experience of a Lifetime","I highly recommend seeing Denali and it was also awesome to see it so up close! I highly recommend this experience and K2 Aviation knows what they are doing.","Couples","0","","Written March 23, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
