"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Don P","https://www.tripadvisor.com/Profile/donp113","https://media-cdn.tripadvisor.com/media/photo-o/2d/a9/97/b9/donp113.jpg","New Jersey","5","Aug 2024 • Couples","Phenomenal experience!","Viewing the landscape this way is a must. We were so amazed by the beauty and feel so lucky we were able to do. The whole TAT staff and crew were great from check in to check out - props to Liz who was so sweet and helpful and put us right at ease (plus has the best hair in Alaska) and our pilot Cade who was awesome, gave us a smooth and relaxing ride.  Hope to get back someday. Highly recommend TAT.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/a9/85/28/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/a9/85/27/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/a9/85/26/caption.jpg","Written September 29, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"kakcjk1996","https://www.tripadvisor.com/Profile/kakcjk1996","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","Daphne, AL","5","","Amazing experience!","Our pilot Cade did an awesome job. What amazing experience! It exceeded every expectation and we all highly recommend booking the mountain voyager while in Talkeetna.","","0","","Written September 4, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Miketrain732","https://www.tripadvisor.com/Profile/Miketrain732","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg","Lakewood, NJ","5","Aug 2024 • Family","MUST DO & SEE!","All we can say is WOW!!!! We were a family of 6 that did the Mountain Voyager tour on August 22. The company did tell us that our pilot was running about 10-15 minutes late but they still gave us the full time advertised. We were on a small plane that carries 10 people. Everyone gets a window seat. We all put on headphones so we can hear all the info that our pilot, Dan, wanted to relay to us. The flight was smooth, simple, and we felt very safe throughout. What we saw just blew our minds! To see the completely snow covered mountains and the glaciers from where they form and down till they end was just other worldly! And although we didn't actually get to see much of Denali itself, seeing everything else was just a sight we will never, ever forget!","Family","0","","Written August 30, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Lilac J","https://www.tripadvisor.com/Profile/lilacj2023","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg","","4","","Great experience for those who can stomach it.","Cons: Hard to hear the pilot. Crazy expensive.  Pros: Great scenery; good length of trip: fun to land on glacier.  Overall recommend.","","0","https://media-cdn.tripadvisor.com/media/photo-w/2d/46/72/8e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/46/72/8d/caption.jpg","Written August 26, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"William S","https://www.tripadvisor.com/Profile/E7095SGwilliams","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg","","5","Aug 2024 • Family","Glacier landing is worth it","Took Mountain Voyager with glacier landing with my wife and 3 girls (14, 13 & 10). It was amazing. Seeing Denali and the other peaks up close gives it a totally different perspective. Glacier landing was definitely worth it, and family thought that was the best part. Pilot talked about everything we were seeing and made plenty of turns so everyone gets equal viewing of everything regardless of what side you were on. Pluto was great. <br />Our original flight was cancelled due to weather, but company worked to book us the following day so we didn’t miss the experience. It was awesome. <br />We had a clear day, so we were able to see Denali. Because of that, I don’t think it was necessary to do the longer flight.  I may have felt differently if we couldn’t see Denali as clearly as we did.  If you are trying to save money, spend it on the glacier landing rather than the longer flight time.","Family","0","","Written August 18, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"MaineVacationers4","https://www.tripadvisor.com/Profile/MaineVacationers4","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg","","5","Aug 2024 • Couples","A highlight of our trip!","Absolutely the most amazing thing we did on our Alaska vacation.  I did a lot of research and settled on Talkeetna Air Taxi as the best option.  We were not disappointed!  We got rained out twice, but they have a great cancelation policy, which is good because weather is so unpredictable.   Third time was a charm.   Conditions were excellent, and we had a great flight.  Andy was a great pilot, very skilled and he took us to all the best places.  The glacier landing was a highlight and worth the extra money.  Allow flexibility in you itinerary for a reschedule.  You'll be glad you chose Talkeetna Air Taxo!","Couples","0","","Written August 16, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ashok D","https://www.tripadvisor.com/Profile/ashokd732","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg","Orlando, FL","5","Aug 2024 • Family","Everything from take off to return was just a mind blowing experience. Especially Glacier landing was an awesome exp","This was once in a lifetime experience!! Talkeetna Air Taxi exceeded our expectation and I would highly recommend the glacier landing","Family","0","","Written August 15, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"cmhowe09","https://www.tripadvisor.com/Profile/cmhowe09","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg","Minneapolis, MN","5","","A fantastic Experience!","This was a wonderful tour! Easy to book, well organized.<br />They were able to accommodate us on an earlier tour when the weather was going to take a turn.<br />The views were  spectacular and landing on a a glacier was so much fun!<br />Our pilot Liam was calm, reassuring and knowledgeable.<br />This was a pricy tour, but the experience was priceless!","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/12/ac/a1/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/12/ac/a0/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/12/ac/9f/caption.jpg","Written August 6, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Andrew S","https://www.tripadvisor.com/Profile/andrewsbptny","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg","Brockport, NY","5","Jul 2024 • Family","Highlight of a 14 day trip to Alaska - and there were many highlights!","We cruised into Alaska, spent 7 more days driving around.  This was our first stop and probably the family highlight because we had never done a flightseeing trip before.<br /><br />Upon arrival, we were told that the cloud ceiling was pretty low, so our trip would likely be cut short, but we would be refunded for the difference or we could try to reschedule for another day, but there weren't any promises it would get better....our day was the first ""good"" flying day in a few days.<br /><br />Being on a bit of a timeline, we opted to go ahead with it and were not disappointed.  our pilot, Ace, was amazing.  He talked to us along the way, gave all kinds of information about the area, pointed out rivers, glaciers, cabins, mountains whose names escape me.  He was genuinely bummed that it wasn't clear enough for a glacier landing, he wanted us to experience that.  Flying around, and probably through communicating with others, he ""found a hole in the clouds..."" and there we were, looking at the summit of Denali!  Absolutely breathtaking.<br /><br />Additionally, he pointed out part of a glacier that must have just calved and did an extra circle around.<br /><br />By day's end, I had a credit back on my card - which was far more than anticipated, and I was glad I had tipped him (what I thought) well.  We didn't start a stop watch on take off, so I really don't know how much time was missed.   The fact that TAT took care of us so well ensures that we will certainly consider them first the next time we are in Talkeetna.<br /><br />I never felt unsafe in the plane.  Ace's expert flying skills were evident from take off to landing.  Truly, I've felt much harder landings on much bigger planes.  I only wish I had taken the time to ask how he got into flying, if he has favorite routes, learned a bit more about the hiker and skier drop offs - all things he would have told me if I hadn't left the plane with my family in complete awe of the experience.<br /><br />Seats are tight.  I'm a tall guy (6'7"") and was glad for the space right by the door.  It does get a little drafty on board, so if you are cold-sensitive, layer up.<br /><br />Truly a lifetime highlight - and I can't wait to do it again.","Family","0","","Written July 20, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Laura W","https://www.tripadvisor.com/Profile/WeigleinL","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg","Minneapolis, MN","5","Jun 2024 • Family","Great views of Denali","My husband and I took the Mountain Voyager with Glacier landing. Daniel, pilot, was extremely knowledgeable about the area, identifying the various mountains and geography.  We were there on a perfect blue bird day and were able to clearly see Mount Denali. Adding the glacier landing made this an exceptional experience. We had a limited amount of time so we wouldn't have gotten to Denali National Park without the  glacier landing. We got so close to the mountain and were able to check the box on another National Park. Highly recommend!","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/d5/4b/29/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/d5/4b/28/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/d5/4b/27/caption.jpg","Written July 12, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
