"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Shelly B","https://www.tripadvisor.com/Profile/E340YJshellyb","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg","","5","Feb 2025 • Family","Make this air tour the first thing you do","Our air tour, piloted by Kamaka, was the perfect way to begin our Kauai adventure. We were able to see the whole island, including numerous waterfalls, and learn about its history and geography. Kamaka was not only very knowledgeable, but also an excellent pilot, making the trip feel safe, comfortable, and entertaining. He even provided suggestions for where to get the best local foods. Would recommend without hesitation!","Family","0","","Written February 26, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"AAARGH_OH","https://www.tripadvisor.com/Profile/AAARGH_OH","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg","MAYFIELD HEIGHTS","5","","Great overview of the entire island","This is a fantastic way to see much of Kauai in a 1 hour flight. The pilot, who grew up on the island and is a native Hawaiian, was very knowledgeable and interesting.<br /><br />There was a lower cloud deck so we couldn't get over to Waimea Canyon, but instead saw the entire Napoli coast. So even if mother nature doesn't allow a regular flight plan, they do their best to provide good alternatives. ","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/0b/8e/0f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/0b/8e/0a/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/0b/8e/08/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/0b/8e/06/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/0b/8e/04/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/0b/8e/03/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/0b/8e/01/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/0b/8e/00/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/0b/8d/ff/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/0b/8d/fe/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2f/0b/8d/fd/caption.jpg","Written February 24, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"screenname69","https://www.tripadvisor.com/Profile/screenname69","","screenname69","2","Feb 2025 • Family","Terrible lack of communication","The weather was cloudy and overcast so our tour was cancelled which was upsetting but completely understandable. What was unacceptable was the fact that we weren't called with this information prior to arriving at the airport 20 minutes prior to our check in time. The supervisor who I finally got to talk to on the phone was beyond rude and uncaring when I asked why we weren't notified and that we'd wasted time and money to get to the airport. Based on her attitude alone, I'd never recommend this tour to anyone.","Family","0","","Written February 24, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"lesteph22","https://www.tripadvisor.com/Profile/lesteph22","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg","Canton, IL","5","","Wonderful Unique experience","We weren't sure what to expect, but the flight was amazing. From Jill's fun welcome and orientation, to our skilled  pilot, Kenaka, everything was great. The plane was cozy and we all had great views. Our pilot pointed out many things and answered any questions we had. We saw almost all of the island including the canyons, mountains, beaches, NaPali coast, and the cities and towns. <br />It was a great trip from takeoff to landing.","","0","","Written February 24, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Keith W","https://www.tripadvisor.com/Profile/keithwX963FL","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg","","5","Jan 2025 • Couples","Excellent Island Tour","Great flight around the island.  Experienced pilot.  Smooth takeoff and landing and avoided clouds.  Safer than the helicopters.  Recommended.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/2e/f8/03/03/caption.jpg","Written February 21, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"let’s go","https://www.tripadvisor.com/Profile/DebbieS4256","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg","","4","Jan 2025 • Couples","AirVan Air Tour","Great scenery.  Nice pilot.  Reasonable price.  Had a window seat.  Felt comfortable.  Glad we chose them.  Husband got to sit in co pilot chair!","Couples","0","","Written February 21, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"beutlerr2018","https://www.tripadvisor.com/Profile/beutlerr2018","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg","Hillsboro, OR","5","Feb 2025 • Couples","Amazing views - got to see the whole island!","Really enjoyed this trip! You can see the entire island of Kauai - Was able to see many waterfalls - the top resorts and of course all of the coastline and the amazing mountain ranges along the Napali coast! Our pilot was very friendly and professional. We all had headphones where Hawaiian music was piped through - the commentary was just enough to be informative and not too much to be annoying!","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/f7/e3/20/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/f7/e3/1f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/f7/e3/1e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/f7/e3/1d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/f7/e3/1c/caption.jpg","Written February 21, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Armin Schmidt","https://www.tripadvisor.com/Profile/Tour16127746652","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg","Zell am Harmersbach, Germany","1","","Due to the failure of TripAdviser, the trip did not happen.","Flight booked and no response.<br />However, $290 was debited. <br />The tour operator had not received any information from TripAdviser. <br />This trip was the most important to us. <br />Thanks TripAdvisor for nothing!","","0","","Written February 20, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nicholas C","https://www.tripadvisor.com/Profile/nicholascZ1091HI","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg","","5","Feb 2025 • Couples","We loved it!","Kamaka was 10/10 pilot. We had a wonderful tour over Kauai! Great experience with whale sightings and photo ops. Easy instructions and fun flight.","Couples","0","","Written February 18, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"helen c","https://www.tripadvisor.com/Profile/155helenc","https://media-cdn.tripadvisor.com/media/photo-s/15/0c/ba/c1/helen-c.jpg","Brisbane, Australia","5","","Spectacular scenery, great staff.","The check-in lady/safety advice giver/filming and photographing advice giver/plane icer/snack giver/tarmac photographer,Jill was so friendly that she put us at ease immediately. Marcus our pilot told us so many facts about who owned the land we were flying over and which movies had been shot there. He also circled a whale in the water so we could all appreciate it. Just a magical trip over truely spectacular scenery.","","0","","Written February 16, 2025","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
